IPV4直播,#genre#
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8
山西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1574076400_-2066173512/ott.mobaibox.com/PLTV/3/224/3221227559/index.m3u8
东南卫视,http://[2409:8087:1e03:21::13]:6610/cms001/ch00000090990000001201/index.m3u8?
贵州卫视,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/wh7f454c46tw2087544744_109645303/ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/1.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/1.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
宁夏卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?
陕西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2360314992_451435426/ott.mobaibox.com/PLTV/3/224/3221227583/index.m3u8
甘肃卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw1400573680_-1979013462/ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8
吉林卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001225/index.m3u8?
云南卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001223/index.m3u8?
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?
青海卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000320/index.m3u8?
新疆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000316/index.m3u8?
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/1.m3u8
康巴卫视,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw3423902933_-437655574/ott.mobaibox.com/PLTV/3/224/3221227645/index.m3u8
北京体育休闲,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8
纪实人文,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8
生活时尚,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001199/index.m3u8?
第一财经,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226966/1.m3u8
五星体育,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001018/index.m3u8?
东方影视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001016/index.m3u8?
东方财经,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001318/index.m3u8?
法治天地,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001195/index.m3u8?
乐游,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226580/1.m3u8
金色学堂,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226994/1.m3u8
都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226581/1.m3u8
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/1.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226954/1.m3u8
游戏风云,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226579/1.m3u8
海南少儿,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?
海南文旅,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000322/index.m3u8?
海南公共,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?
海南自贸,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?
金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/1.m3u8
金鹰卡通,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001098/index.m3u8?
茶频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226808/1.m3u8
快乐垂钓,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226805/1.m3u8
兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226975/1.m3u8
怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/1.m3u8
世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8
文化精品,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226981/1.m3u8
央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226956/1.m3u8
央视高网,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226978/1.m3u8
风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226950/1.m3u8
风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226953/1.m3u8
第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226959/1.m3u8
女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226969/1.m3u8
风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226984/1.m3u8
电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226987/1.m3u8
超级综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/1.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
武博世界,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw2554338791_49940138/ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1934355864_2070028581/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw2582593423_1721070986/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2837435881_530071425/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw3373254713_-1111569189/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
欢笑剧场4K,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226582/1.m3u8
纯享超清,http://[2409:8087:2001:20:2800:0:df6e:eb26]:80/ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
爱上4K,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226352/1.m3u8
爱看导视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226337/1.m3u8



//阿拉百视通IPV6直播源（上海）
CCTV1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8
CCTV3,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8
CCTV4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8
CCTV5,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8
CCTV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8
CCTV7,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8
CCTV8,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8
CCTV9,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8
CCTV10,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
CCTV11,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
CCTV12,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001239/index.m3u8
CCTV13,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8
CCTV14,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001240/index.m3u8
CCTV15,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001338/index.m3u8
CCTV16,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001248/index.m3u8
CCTV16-4K,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001258/index.m3u8
CCTV17,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001241/index.m3u8
CETV1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001020/index.m3u8
CETV4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001348/index.m3u8
黑龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
吉林卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
辽宁卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
北京卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001029/index.m3u8
纪实科教,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001231/index.m3u8
卡酷少儿,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001245/index.m3u8
天津卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8
河北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001229/index.m3u8
河南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001222/index.m3u8
山东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8
江苏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
东方卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001013/index.m3u8
安徽卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001037/index.m3u8
湖北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
湖南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
金鹰纪实,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001230/index.m3u8
快乐垂钓,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001235/index.m3u8
茶频道,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001234/index.m3u8
浙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
上海新闻综合,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001014/index.m3u8
上海五星体育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001018/index.m3u8
上海东方影视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001016/index.m3u8
上海外语,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001128/index.m3u8
上海都市,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001015/index.m3u8
上海教育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001268/index.m3u8
第一财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001017/index.m3u8
东方财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001318/index.m3u8
纪实人文,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001019/index.m3u8
七彩戏剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001308/index.m3u8
哈哈炫动,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001232/index.m3u8
都市剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001203/index.m3u8
欢笑剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001193/index.m3u8
动漫秀场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001196/index.m3u8
生活时尚,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001199/index.m3u8
法治天地,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001195/index.m3u8
金色学堂,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001194/index.m3u8
游戏风云,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001192/index.m3u8
乐游,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001200/index.m3u8
BestTVlive,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001153/index.m3u8

//某百盒IPV6凤凰源
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb25]:80/wh7f454c46tw2443888236_158039228/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1674369674&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1668336354&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1890984412_1778241929/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1674373416&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1668336154&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3


四川移动,#genre#
爱上4K 2160,http://iptv.kjrzxhb.top/rtp/239.11.0.120:5140
CCTV1 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.65:5140
CCTV2 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.108:5140
CCTV3 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.101:5140
CCTV4 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.109:5140
CCTV5 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.100:5140
CCTV5+ 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.241:5140
CCTV6 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.102:5140
CCTV7 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.110:5140
CCTV8 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.103:5140
CCTV9 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.111:5140
CCTV10 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.112:5140
CCTV11 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.22:5140
CCTV12 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.113:5140
CCTV13 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.24:5140
CCTV14 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.114:5140
CCTV15 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.26:5140
CCTV16 2160,http://iptv.kjrzxhb.top/rtp/239.11.0.67:5140
CCTV16 2160,http://iptv.kjrzxhb.top/rtp/239.10.0.187:5140
CCTV17 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.107:5140
CETV1 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.139:5140
CETV2 576,http://iptv.kjrzxhb.top/rtp/239.11.0.246:5140
CETV3 576,http://iptv.kjrzxhb.top/rtp/239.11.0.247:5140
CETV4 576,http://iptv.kjrzxhb.top/rtp/239.11.0.248:5140
CGTN 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.245:5140
CGTV 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.138:5140
CCTV1 576,http://iptv.kjrzxhb.top/rtp/239.11.0.66:5140
CCTV1 576,http://iptv.kjrzxhb.top/rtp/239.11.0.130:5140
四川文化旅游 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.3:5140
四川公共乡村 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.4:5140
四川经济 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.2:5140
四川新闻 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.5:5140
四川影视文艺 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.77:5140
四川妇女儿童 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.8:5140
四川科教 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.194:5140
康巴卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.10:5140
峨眉电影 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.11:5140
四川星空购物 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.125:5140
北京卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.121:5140
河北卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.31:5140
东方卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.68:5140
湖南卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.119:5140
黑龙江卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.36:5140
吉林卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.35:5140
江西卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.42:5140
东南卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.41:5140
河南卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.44:5140
浙江卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.70:5140
深圳卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.71:5140
山东卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.73:5140
湖北卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.74:5140
江苏卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.76:5140
四川卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.78:5140
广东卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.115:5140
广西卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.48:5140
贵州卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.51:5140
甘肃卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.55:5140
重庆卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.116:5140
安徽卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.117:5140
辽宁卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.118:5140
天津卫视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.123:5140
山西卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.32:5140
云南卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.52:5140
西藏卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.53:5140
陕西卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.54:5140
青海卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.56:5140
宁夏卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.57:5140
新疆卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.58:5140
内蒙古卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.33:5140
兵团卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.204:5140
延边卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.206:5140
海南卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.193:5140
安多卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.124:5140
哈哈炫动 576,http://iptv.kjrzxhb.top/rtp/239.11.0.64:5140
金鹰卡通 576,http://iptv.kjrzxhb.top/rtp/239.11.0.127:5140
BTV卡酷少儿 576,http://iptv.kjrzxhb.top/rtp/239.11.0.129:5140
嘉佳卡通 576,http://iptv.kjrzxhb.top/rtp/239.11.0.203:5140
优漫卡通 576,http://iptv.kjrzxhb.top/rtp/239.11.0.63:5140
山东教育卫视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.140:5140
会理新闻 576,http://iptv.kjrzxhb.top/rtp/239.11.0.239:5140
NewTV家庭剧场 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.131:5140
NewTV精品记录 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.132:5140
NewTV健康有约 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.133:5140
NewTV精品体育 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.134:5140
NewTV军事评论 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.136:5140
NewTV农业致富 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.137:5140
NewTV古装剧场 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.141:5140
NewTV动作电影 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.142:5140
NewTV军旅剧场 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.143:5140
NewTV惊悚悬疑 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.144:5140
NewTV 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.145:5140
NewTV搏击 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.146:5140
NewTV 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.147:5140
NewTV爱情喜剧 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.149:5140
NewTV精品大剧 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.150:5140
NewTV中国功夫 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.151:5140
NewTV金牌综艺 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.152:5140
UTV影视精选 576,http://iptv.kjrzxhb.top/rtp/239.11.0.170:5140
UTV热播剧场 576,http://iptv.kjrzxhb.top/rtp/239.11.0.171:5140
UTV优视影院 576,http://iptv.kjrzxhb.top/rtp/239.11.0.172:5140
UTV经典影视 576,http://iptv.kjrzxhb.top/rtp/239.11.0.173:5140
UTV舞蹈视界 576,http://iptv.kjrzxhb.top/rtp/239.11.0.174:5140
UTV纪实天下 576,http://iptv.kjrzxhb.top/rtp/239.11.0.176:5140
UTV都市剧场 576,http://iptv.kjrzxhb.top/rtp/239.11.0.175:5140
UTV经典剧场 576,http://iptv.kjrzxhb.top/rtp/239.11.0.178:5140
UTV电影天地 576,http://iptv.kjrzxhb.top/rtp/239.11.0.177:5140
UTV家庭影院 576,http://iptv.kjrzxhb.top/rtp/239.11.0.179:5140
UTV第一电影 576,http://iptv.kjrzxhb.top/rtp/239.11.0.180:5140
UTV卡通动画 576,http://iptv.kjrzxhb.top/rtp/239.11.0.181:5140
UTV金色童年 576,http://iptv.kjrzxhb.top/rtp/239.11.0.182:5140
UTV风云体育 576,http://iptv.kjrzxhb.top/rtp/239.11.0.184:5140
UTV文化教育 576,http://iptv.kjrzxhb.top/rtp/239.11.0.183:5140
UTV钓鱼生活 576,http://iptv.kjrzxhb.top/rtp/239.11.0.185:5140
UTV优视教育 576,http://iptv.kjrzxhb.top/rtp/239.11.0.187:5140
UTV炫酷动漫 576,http://iptv.kjrzxhb.top/rtp/239.11.0.186:5140
UTV时尚音乐 576,http://iptv.kjrzxhb.top/rtp/239.11.0.188:5140
UTV第一剧场 576,http://iptv.kjrzxhb.top/rtp/239.11.0.189:5140
铁路电视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.190:5140
成铁电视 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.191:5140
咪咕 1080,http://iptv.kjrzxhb.top/rtp/239.11.0.234:5140

四川移动组播,#genre#
//中央
CCTV1,http://192.168.1.1:8888/rtp/239.11.0.65:5140?ChannelFECPort=5142
CCTV2,http://192.168.1.1:8888/rtp/239.11.0.108:5140?ChannelFECPort=5142
CCTV3,http://192.168.1.1:8888/rtp/239.11.0.101:5140?ChannelFECPort=5142
CCTV4,http://192.168.1.1:8888/rtp/239.11.0.109:5140?ChannelFECPort=5142
CCTV5,http://192.168.1.1:8888/rtp/239.11.0.100:5140?ChannelFECPort=5142
CCTV5+,http://192.168.1.1:8888/rtp/239.11.0.241:5140?ChannelFECPort=5142
CCTV6,http://192.168.1.1:8888/rtp/239.11.0.102:5140?ChannelFECPort=5142
CCTV7,http://192.168.1.1:8888/rtp/239.11.0.110:5140?ChannelFECPort=5142
CCTV8,http://192.168.1.1:8888/rtp/239.11.0.103:5140?ChannelFECPort=5142
CCTV9,http://192.168.1.1:8888/rtp/239.11.0.111:5140?ChannelFECPort=5142
CCTV10,http://192.168.1.1:8888/rtp/239.11.0.112:5140?ChannelFECPort=5142
CCTV11,http://192.168.1.1:8888/rtp/239.11.0.22:5140?ChannelFECPort=5142
CCTV12,http://192.168.1.1:8888/rtp/239.11.0.113:5140?ChannelFECPort=5142
CCTV13,http://192.168.1.1:8888/rtp/239.11.0.24:5140?ChannelFECPort=5142
CCTV14,http://192.168.1.1:8888/rtp/239.11.0.114:5140?ChannelFECPort=5142
